COC1=CC=CC(=C1F)C2=CNC(=O)C=C2
CC(C)NCC1=CSC(=N1)N(C)CC2=CC(=CC=C2)F
C1=CC=C2C=C(C=CC2=C1)OCC(=O)NCCC3=CC=CC4=C3N=CC=C4
COC1=CN=C2C=C(C=CC2=C1)C(=O)NCC3=CC=C(C=C3)OC4=CC=CC=C4
COC1=CC=CC(=C1)N2CCC(C2)CN=C(N)N3CCN(CC3)C4=CC=C(C=C4)Cl.I
CCN1C2=C(C=C(C=C2)C(=O)O[C@@H](C)C(=O)N3CCC[C@@H]3C4=C(C=CC(=C4)OC)OC)N=N1
CCCCCN1C(=O)C2=CC=CC=C2C(=N1)C(=O)NNC(=O)C3=CN(N=N3)CC(=O)N(C)C
CC1=CC=CC=C1CN2CC[NH+](CC2)CC(=O)NC3=CC=CC(=C3)C(=O)NC
CC1=CC=C(C=C1)C(=O)OC2=C(C=C(C=C2)C=NNC(=O)COC3=CC=C(C=C3)[N+](=O)[O-])OC
CC1=NN(C(=C1/C=C/C(=O)O)Cl)C
CC1(OCC2=C(O1)C=CC(=C2)[C@H](CNCCCCCCOCCCCC3=CC(=CC=C3)NC(=O)N)O)C
CC1=CSC(=N1)C(C#N)C(=O)CSC2=NN/C(=C/3\C=NC4=CC=CC=C43)/O2
CC1=NC(=CN1CC2=CC(=CC=C2)Br)S(=O)(=O)N
CCNC(=O)NC1=CC(=C(C=C1)N(C)C)CN(C[C@H]2CCCO2)C(=O)C3=CC=CS3
CC1=NOC(=N1)[C@@H]2CN(C[C@H]2CO)C(=O)COC3=CC=C(C=C3)F
CC(CO)(CO)NC(=O)C1=CC(=CC(=C1)F)[N+](=O)[O-]
COCCN(CC1=CC2=C(C=C1)OCCO2)CC(=O)O
C[C@@H](C(=O)NCC1=CN(N=C1C2=CC=CC=C2)CC3=CC=CC=C3)OCC4=CC=CC=C4
CCOC(=O)C12CC1C=CCCCCCC(C(=O)N3CC(CC3C(=O)N2)OC4=CC(=NC5=C4C=CC(=C5)OC)C6=CC=CC=C6)CC(=O)N7CCCCC7
CC1=CC=CN2C1=NC(=CC2=O)CSC3=NC=C(N3C[C@@H]4CCCO4)C5=CC=CC=C5
C[C@]12CC[C@H]3[C@H]([C@@H]1CC(=C2)C=O)CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C
CC(C)(C)[C@H](C(C)(C)N)O
CC(C)N1C=CN=C1[C@H](C2=CC=NC=C2)N
CCC1CCCN(CC1)C2=CC(=CC(=C2)N)F
CCCNC(=O)/C=C\C1=C(N(N=C1C)CC2=CC=CC=C2)Cl
C1=CC=C(C=C1)CN2C=C(C(=N2)C3=CC=CC=C3)CNC(=O)COC(=O)CC4=CNC5=CC=CC=C54
CC(C)(CNC(=O)COC1=C(C=C(C=C1)Br)F)C(=O)O
CCC1=CC2=C(C=C1)N=C(S2)N(CCCN3CCOCC3)C(=O)C4CCCCN4S(=O)(=O)C5=CC=CS5.Cl
C1=COC(=C1)C2=NN3C(=NN=C3S2)C4=CC=C(C=C4)Cl
CC1=CC2=CC=CC=C2N1CC(=O)N3CCC(C3)C4=CC=C(C=C4)OC
C[C@@H](C1=C(N=CC=C1)OC2=CC=CC=C2)O
CCC1=CC=CC=C1NC(=S)NNC(=O)CCC2=C(N=C3C(=C2C)C=NN3C(C)C)C
CC1=C(C(N2C(=CN=C2N1)CNCC3=CC=CC=C3)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)O.Cl.Cl
CC(CCC1=CC=CO1)NC2CCCC(C2)O
CC1=CC=C(C=C1)N2C(=NN=C2SCC(=O)NNC(=O)C3=CC=C(C=C3)Cl)C4=CC=NC=C4
C1CC1N2CCC(CC2)CC(=O)NCC3=CC=CC=C3
C=CCCCCCCCCCO[C@H]1[C@@H](CO[C@H]([C@@H]1O)CO)O
COC1=CC=CC(=C1)[C@H](C(=O)NC2CCCCC2)N(C3=CC=CC=C3)C(=O)C4=CC=CO4
CCSC1CCCC1NC(=O)C2=CSC=C2
CC(C)(C)C1=CC=C(C=C1)N[C@@H]2CCSC3=CC=CC=C23
CC(C)(C)CCSC1=NN=C(N1CC=C)N
CCCN(CCCS(=O)(=O)N)C(=O)C1=CC2=C(C=C(C=C2)C3=CC=C(C=C3)C(=O)N4CCCC4)N=C(C1)N
CC(=NOCC1=CC=CC=C1C(=COC)C(=O)OC)C(=NOC)C2=CC=C(C=C2)OCC3=CC=C(C=C3)C(C)(C)C
COC1=C(C=C(C=C1)/C=C/2\C(=O)N(C(=O)S2)CC(=O)NC3=NC=CS3)OC
C[C@@H]1C[C@H](CN(C1)CCCCNC(=O)[C@H](C)S(=O)(=O)C(C)C)C
CC[C@@H](C1=NC2=C(N1)C=C(C=C2)F)N(C)CCC(=O)O
CCC(=O)[C@]1(CC[C@@H]2[C@@]1(CCC3=C4CCC(=O)C=C4CC[C@@H]23)C)C.C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
C1COC2=CC(=C(C=C2C1C(=O)O)Cl)OC3=CC=C(C=C3)C(=O)CC4CC(C4)C5=CC=CC=C5
CCCC(CN)C(=O)NCC(CO)(F)F
CCCC1=CC2=C(C=C1)OC(=C2)C(C(C)(C)C)N
CC1=CC(=CC(=C1)N2C(=O)/C(=C\C3=CNC4=CC=CC=C43)/C(=O)NC2=O)C
CC1=C(C(=CC=C1)C)NC(=O)CNC(=O)COC(=O)COC2=C(C=C(C=C2)Br)F
CCOC(=O)[C@H]1[C@@H](C2([C@@H]3N1C4=CC=CC=C4C=C3)C(=O)C5=CC=CC=C5C2=O)C6=CC=C(C=C6)Br
CC(C1=CC=CC(=C1)C2=CC3=C4C(=C(N=C3N2)NC)N=CN4C)NC(=O)CNC(=O)C
COC1=CC=C(C=C1)CN(C2=CC=C(C=C2)CC(=O)NC[C@@H]3CCCO3)C(=O)C4=CC=CC=C4
CCCN(CC1CC1)C2(CCN(CC2)C)CN
CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@H]2C[C@]2(NC(=O)[C@@H]3C[C@H](CN3C1=O)N4C(=O)C=C(C(=N4)C5=CC=CC=C5)C6=CSC=C6)C(=O)O
CC1=CC=C(C=C1)N2C(=C(C=N2)C(=O)N3CCN(CC3)C(=O)C4=CC=CC=N4)C
CN(CC1=NC(=O)C2=CC=CC=C2N1)C(=O)[C@@H]3CCCN(C3)C(=O)C4=CC=C(C=C4)Cl
CCCCCCCCP(CCCCCCCC)CCCCCCCC.CCCCCC(O)O
COC1C(C(OC1N2C=C(C3=C2N(CN=C3)NC4=CC=C(C=C4)F)C5=CC=CC=C5)(CO)OC)O
CC1=C(C=CC=C1Cl)C(C2=C(C=CS2)Cl)NC
CCCNC(C1=CC(=C(C=C1)C)F)C2=NSN=C2
C1CN(CCC1CC2=CC=CC=C2)C(=S)SCN3C(=O)C4=CC=CC=C4S3(=O)=O
C1CN(CCN1C2CN(C2)C(=O)C3=CC4=C(C=C3)OC(=N4)C5=CC=CC=C5)C(=O)C6=CC=CC=C6
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)NC4=CC5=C6C(=C4)C=CC=C6C(=O)OC5=O
COCC(=O)NC1=CC=CC(=C1)CNC(=O)C2=CC=C(C=C2)CS(=O)(=O)C3=CC=CC=C3
C/C(=N/NC(=O)CSC1=CC=CC=C1F)/C2=CC3=C(C=C2)OCO3
COC1=C(C2=C(C=C1)C=C(C=C2)C(=O)C3=NC=CC4=CC(=C(C=C43)OC)OC)OC
CCNC(=O)C1=CC=CC(=C1)CNC(=O)NNC(=O)C2=CC=C(S2)Br
C[C@]1(CCC[C@H]1NC[C@H]2CCC=CC2)CO
CC1CCC1N(C)C
CC1=CC=C(O1)C(=O)NC2CCN(CC2)C3=NC=C(C=C3)C(F)(F)F
CCN(CC(C)(C)CN)C(=O)C1CC2=CC=CC=C2OC1
CC1=NC(=CS1)COC2=CC=C(C=C2)/C=C/C(=O)OCC(=O)NC3=NC(=CC(=N3)OC)OC
CC(C)(C)[C@@H](CO)NC(=O)[C@H](CC1=CN(C=N1)C(C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)NC(=O)OCC5C6=CC=CC=C6C7=CC=CC=C57
CCCCCCCCCCCCCCCCCCC1=[N+](C(=CN1)CCCC)CCCCCCCCCC
C[C@](CC[C@@H]([C@H](C=C)[Si](C)(C)C1=CC=CC=C1)O)(CCO[Si](C)(C)C(C)(C)C)OCC2=CC=CC=C2
CC(C)(C)N1C(=CC(=N1)C2CC2)C(=O)N3CCC[NH+](CC3)C[C@H]4CCCO4
CC(=O)NC1=CC=C(C=C1)C(C#N)N2CCNCC2
CCC1=C(N2C=C(C=C(C2=N1)C)Br)C(=O)N(C)C3CCN(CC3)C
CC1=CC=C(C=C1)S(=O)(=O)NCCNC(=O)C2(CCCC2)C3=CC=CC=C3
CC1=C(N=C(S1)C)[C@@H](C)[NH+](C)CC2=CN=C(N2CCCOC)S(=O)(=O)C
COC(=O)C1=CC(=C2N1CCC3=NC4=CC=CC=C4C(=C32)C#N)OC(=O)C5=CC=CS5
C1=COC(=C1)C(=O)NC2=NC(=CS2)CC(=O)NCC3=CN(N=C3)C4=CC=C(C=C4)Cl
CC(C)(CC(C(C(F)(F)F)F)(F)F)Cl
CC1(CC2=C(O1)C(=CC=C2)CNC3=CC(=C(C=C3)O)Cl)C
CC1(CCCC(C1NC)N(C)CC2CCCCO2)C
C[C@H]1[C@@H](O1)C2CCCCC2
CC(=O)NC1=CC=C(C=C1)C=CC(=O)OCC2=NC3=CC=CC=C3S2
C1CCN(C1)C2=CC(=NC(=N2)N3CCCC3)N4CCN(CC4)CCCCCCCCO
CC(=O)NCC(CCC1=CC=CC=C1)OC(=O)C
CCOC(=O)C=CC(=O)OCC1=CC(=O)[NH+]2C=C(C=CC2=N1)C
CCOC(=O)C1=C(NC(=C(C1C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCC)CSCCNCC3=C(C(=CC(=C3)OC)CN4CCOCC4)O)C
C1=CC=C(C=C1)CO/N=C(\C2=CN(C(=O)C=C2)C3=C(C=CC=C3Cl)Cl)/C4=C(C=C(C=C4)F)F
CCN1CC=C(C(C1)C(=O)OCC(C)C)C2=CC=CC=C2.C(=O)(C(=O)O)O
CC1=CC=CC=C1[C@@H]2CC3=NC(=NC(=C3C(=O)C2)C)NC4=NC5=CC=CC=C5C(=N4)C
C1CSC=C1
COC1=CC(=CC(=C1OC)OC)NC(=O)C2CC(=O)NC3C2C(=O)NC(N3)NC4=CC(=CC=C4)Cl
CCOC1=NN(C2(O1)C3=C(C=C(C(=C3OC2=O)C)C)C)C(=O)OCC
CC(C)N1C2=CC=CC=C2N=C1C(CC(C)(C)C)CN
C[C@@H]1[C@H](C[C@@](O[C@@H]1CCCCO)([C@H]([C@H]2[C@@H]([C@H]([C@H](CO2)OCC3=CC=C(C=C3)OC)O)C)O)OC)O[Si](C)(C)C(C)(C)C
CC(CNC(=O)C1=C(C=C(C=C1)F)C#CCCO)N(C)C
C1COC2=C(O1)C=C(C(=C2)[N+](=O)[O-])C(=O)NNC(=O)COC3=CC=C(C=C3)OCC4=CC=CC=C4
C[C@@H]1CCCCN1C(=O)C2=CC=C(C=C2)CNC(=O)[C@H]3CC(=O)N(C3)CC4=CC=CC=C4
CC(C)CNC1=NN=C(S1)SC(C)C(=O)C
[Li].CC(C)CCOC1=CC=C(C=C1)PC(=O)C2=C(C=CC=C2C(F)(F)F)C(F)(F)F
C1CNCCC12N(C(=O)C3=CC=CC=C3O2)C(=O)C4=CC=CC(=C4)C5=CC=NN5
CC(C)N(C)CCCNC(C)C(=O)NCC(F)(F)F
C=CC1CCC2C1CC(=C)C2
CC1(C(N(C(=O)C1(C)C)CC2=CSC(=C2)C(=O)OC)O)C
C1=CC(=C(C=C1Cl)I)C2=C(SC(=C2C#N)C3=CC(=NC=C3)NC(=O)N)C4=CC=NN4
C[C@@H]1CCCC[C@H]1NC(=O)COC2=C(C(=O)NC=N2)[N+](=O)[O-]
CCC(C)(C(C1=CC2=C(C=C1)N=CC=C2)NN)OC
CC1=CC2=C(S1)N(C3=C(C=C(C=C3)F)N=C2N4CCN(CC4)C)C
C1COCCN1CCCN2[C@@H](C(=C(C3=CC4=C(C=C3)OCCO4)O)C(=O)C2=O)C5=CC(=CC=C5)F
CC(C)(CCO)CNS(=O)(=O)C1=CNC=C1
COC1=CC=CC(=C1)CC(=O)N2CCN(CC2)CC3=CC=C(C=C3)C(=O)NC4=CC=CC=C4
C[C@@H](CN1CCOCC1)NS(=O)(=O)CC2=CC(=CC=C2)C(F)(F)F
CN1C(=O)C2=C(N=C1SCC(=O)NC3=CC=CC4=NSN=C43)SC=C2C5=CC=C(C=C5)F
C[C@H](CN1CCN(CC1)C(=O)CN2C(=O)C(NC2=O)(C3=CC=CC=C3)C4=CC=CC=C4)O
C1=CC=C(C=C1)COC(=O)C[C@@H](C(=O)N)NC(=O)C2=CN=CC=C2
CCCCCCOC1=C(C=C(C=C1)CC(CC)C(=O)O)CNC(=O)C2=CC=C(C=C2)C34CC5CC(C3)CC(C5)C4
C=CCN1C(=NN=C1SCC2=NN=C(O2)C3=CC(=CC=C3)Br)C4CC4
CC(C)(C)O[Si](C1C2CCCCC2CCN1)(OC)OC
COCCCN1C2=C(C=C(C=C2)C(=O)OC)N=C1C3=CC=CC=C3C4=CC=CC=C4
CN(CCC(=O)O)C(=O)N(C)CC1CC1
CC(C(CN1C=[N+](C=N1)COC(=O)C)(C2=C(C=C(C=C2)F)F)O)N3CCN(C3=O)C4=CC=C(C=C4)N5C=NN=N5.[Br-]
CCCC(C1(CCC1)C2=CC(=C(C=C2)Cl)Cl)NCCC(=O)OC
CCCCN1C2=C(C(=O)NC1=O)N(C(=N2)COC(=O)[C@H](C)OC3=CC(=CC=C3)Cl)CC
C[C@@H]1CCC2=C(C1)C=C(S2)C(=O)NNS(=O)(=O)C3=C(C=C(C=C3)F)[N+](=O)[O-]
CC[C@]1(C(=O)N(C(=O)N1)CC(=O)N[C@@H](C)C2=CC=CC3=CC=CC=C32)C4=CC=C(C=C4)F
CC(C)(C)C1=CC=CC2=C1C3=C(C=CC=[N+]3C(C)(C)C)C=C2
CC1=C(C=C(C=C1)F)NC(=O)C2=C(C(=CC=C2)NC(=O)C(C)NC(=O)C3CCN(CC3)CC(=O)NC4=C(C=C(C=C4)C(=O)NC5=CC(=C(C=C5)F)F)C)C
CCC(CC1=C(C=CC(=C1)F)OC)(C2CNCCO2)O
C1=CC=C(C=C1)C[C@@H](C(=O)N)NC(=O)C2=CC3=C(N2)C=CC(=C3)Cl
CC(C)CN(C[C@H](COC1=CC=C(C=C1)C(=O)OC)O)CC(C)C
CC1=C(C=C(C=C1)N/N=C\C2=CC3=C(C=C2[N+](=O)[O-])OCO3)Cl
C1=CC=[N+](C=C1)C2C=CC=CN2C(=O)C(F)(F)F
CCC1=C(C=C(S1)C(=O)NCC(=O)N[C@@H]2CCSC3=C2C=C(C=C3)Cl)C
CC1C(=O)N(CC(=O)N1C)CC(C)NC
CC12CN(CC1(C3=CC=CC=C3OC4=CC=CC=C24)C=C)C
CCOC(=O)C(CCC1=CC=CC=C1)N[C@H]2CC(C3=CC=CC=C3N(C2=O)CC(=O)O)OC(=O)C
CC1=C(N(C=N1)C(C2=CC=CS2)C(C)N)C
C1C[C@H](OC1)CCNC(=O)CN2C3=CC=CC=C3N=C2C4=CC=CC=C4Cl
CC1=C2C(=NN=C(C2=NN1C3=CC=CC=C3)N4CCCC(C4)C(=O)NCC5=CC=C(C=C5)Cl)C
C[C@@H](C(=O)NC1=CC=CC=C1)OC(=O)/C=C/C2=CC=CO2
CC(C)C1C(=O)C2=NC(=NC=C2OC1=O)C(C)C
CC1=CC=C(C=C1)N2C(=O)C3(CC4=C(C=CC5=CC=CC=C45)N(C3)C)C(=O)NC2=O
CC(N1CCCC(C1)C(=O)N)S(=O)(=O)C2=CC3=C(C=C2)N(C(=N3)C(C)(C)C)CC4CCOCC4
CNC(=O)NN=CC1=CC=C(C=C1)N(C)C
CC1=CC2=C(C=C1)N(N=N2)CNC3=CC=CC=C3
CC(C)C[C@@H](C(=O)OC)NC(=O)COC(=O)COC1=CC=CC=C1F
CC(C)C1=CC=C(C=C1)C2=NOC(=N2)CCC(=O)N3CC[C@H](C3)O
CC(C)(C(C1=CC(=CC=C1)OC)NN)N(C)C
C1COCCN1CC2=NC3=CC=CC=C3C(=N2)S[C@H](C4=CC=CC=C4)C(=O)N
CC(C(=O)NC1=CC=C(C=C1)C(F)(F)F)SC2=C(C=CC=N2)C(=O)O
C1=CC=C(C=C1)CN2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NNC(=O)C4=NC5=CC=CC=C5C=C4
CC1=C(C(=O)N(N1)C2=CC=CC=C2)C=NC3=CC=CC=C3C(=O)O
CS(=O)(=O)C1=NC(=C(S1)C2=CC=C(C=C2)F)C(=O)[C@H](C3CCCCN3)NC4=NC=CC(=C4)C#N
CC(=O)N(CC(=O)O)C1=CC(=CC=C1)OC(=O)C
CCN1C(=NN=C1SC(C)C(=O)C2=C(C(=C(N2)C)C(=O)C)C)C3=CC=CC(=C3)C
CC(=C(CN1CCC2=CC=CC=C2C1)C3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C
CCCC(=O)NC1=CC=C(C=C1)CNC(=O)[C@H]2CCCN(C2)S(=O)(=O)C3=CC=C(S3)C
COCC1=NC2=C(S1)C3=CC=CC=C3[N+](=C2)O
CC1=CSC(=N1)CNC(=O)C2=NC(=CC=C2)C(=O)O
C1CC(C[NH+](C1)CC2=CC=C(C=C2)OC(F)(F)F)O
CCN(CC)CCN(CC[S-])CC[S-].C1=CC(=CC=C1[S-])Br.[OH-].[Tc+4]
COC1=NC(=NC(=C1)NC(CO)CO)N
CC1CCCCCN1C(=O)N2CC(C[C@H]2C(=O)O)O
COCOC1C2C=CC1C(C2CO)CO
C1CCC(C1)C(=O)N2CCN(CC2)C(=O)C3=CC=C(C=C3)CN4C=CC=N4
CC1=CC=C(C=C1)OCC2=NC(=C(S2)C)C3=CC=C(C=C3)N=CC4=CC=C(C=C4)N5CCC6(CCCCC6)CC5
CCCCC(C1=CC=CC(=C1)CCC2C(CCC2Cl)CCCC3=NC=CS3)O
CC(=CCCN=C(N)N1CCOCC1)C
CC1=CC(=C(C(=C1)I)OC2=CC(=C(C=C2)OC)CC(C)C)I
C[C@@]1(CN(CC[C@@H]1OC2=CC=CC=C2)CC(=O)NC3=NC=C(S3)CC4=CC=C(C=C4)F)O
CC1(N=C(N(O1)C)C2=CC=CC=C2OC)CC(=O)N3CCC4=CC=CC=C4C3
C1C(=O)N([C@@H](S1)C2=CC=C(C=C2)C(=O)N)CCC3=CC=CC=C3
CCCN1C2=CC=CC=C2N(C1=NC)CC(C)(C)O
CCNC(CC1=C(C=CC=C1F)F)C2=CC(=C(C=C2)I)Cl
C1=CC=C(C=C1)CCC(=O)NCC(=O)NC2=CC=C(C=C2)N3C=NC=N3
CC(C)NC(=O)C(C)OC(=O)C1=CC(=CC=C1)I
CCCCCCCC/C=C\CCCCCCCC(=O)C(S(=O)(=O)O)C(=O)CCCCCCC/C=C\CCCCCCCC
CCOC(=O)C([Si](C)(C1=CC=CC=C1)C2=CC=CC=C2)[Se]C#N
CC1=CC(=C(N1C2=CC=C(C=C2)Cl)C)C(=O)C[N+]3=CC=CC(=C3)C(=O)N
CCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N2CCCC2C3=CC=CS3
CC1CCC2=C(C1)SC(=C2C#N)NC(=O)CSC3=NN=C(N3C)COC4=CC(=C(C=C4)Cl)C
CC1=CC(=C2C(=C1C)C=C(O2)C3=CC=C(N3)C4=C(C=C(C=C4)C(=O)O)Br)C
CC1=C(C2=CC=CC=C2N1CCN3CCOCC3)CCC(=O)C4=CC=C(C=C4)OC.Cl
CC1=C(C=CC(=C1)C2=C(N3C(=CSC3=N2)C4=CC=C(C=C4)F)C=O)OC
[C]1=[C]C(=[C][C]=C1[C]=[C]C(=O)C2=[C][C]=C([C]=[C]2)N3[C]=[C]N=[C]3)OC4=C([C]=[C]C(=[C]4)C(F)(F)F)[N+](=O)[O-]
CCC1=CC=C(C=C1)OC2=COC3=C(C2=O)C=CC(=C3)OC(=O)/C=C/C4=CC=C(C=C4)F
CC1CCN(CC1)C(=O)CN2CC3=C(C2=O)C(NC(=O)N3CC=C)C4=CC=CC=C4Cl
C1C(N(CS1)C(=O)C(C2=CC=CC=C2)O)C(=O)O
CC1=C(C2=CC(=C(C=C2N1CC3=CSC(=C3)SC(F)(F)F)Cl)O)CC(=O)O
CCOC(=O)C1=C(NC(=C(C1C2=CC=CC(=C2)C3=NC(=CS3)C4=CC=C(C=C4)N)C(=O)OCC)C)C
CC1=CC=CC=C1OCC#CCNS(=O)(=O)C2=CC=CC3=C2N=CC=C3
